guid,country,country:de,country:es,country:fr,country:nb,country info,country info:de,country info:es,country info:fr,country info:nb,capital,capital:de,capital:es,capital:fr,capital:nb,capital info,capital info:de,capital info:es,capital info:fr,capital info:nb,capital hint,capital hint:de,capital hint:es,capital hint:fr,capital hint:nb,flag,flag similarity,flag similarity:de,flag similarity:es,flag similarity:fr,flag similarity:nb,map,tags
e+/O]%*qfk,England,England,Inglaterra,Angleterre,England,Constituent country of the United Kingdom.,Landesteil des Vereinigten Königreichs.,Nación constitutiva del Reino Unido.,Nation constitutive du Royaume-Uni.,Land som utgjør en del av Storbritannia.,London,London,Londres,Londres,London,,,,,,Not a sovereign country,Kein souveräner Staat,No es un país soberano,Pas une nation souveraine,Ikke selvstendig land,"<img src=""ug-flag-england.svg"" />",,,,,,"<img src=""ug-map-england.png"" />",UG::Europe
h~5xz+=ke~,Scotland,Schottland,Escocia,Écosse,Skottland,Constituent country of the United Kingdom.,Landesteil des Vereinigten Königreichs.,Nación constitutiva del Reino Unido.,Nation constitutive du Royaume-Uni.,Land som utgjør en del av Storbritannia.,Edinburgh,Edinburgh,Edimburgo,Édimbourg,Edinburgh,,,,,,,,,,,"<img src=""ug-flag-scotland.svg"" />",,,,,,"<img src=""ug-map-scotland.png"" />",UG::Europe
s9-GL*@AXD,United Kingdom,Vereinigtes Königreich,Reino Unido,Royaume-Uni,Storbritannia,,,,,Også kalt Det forente kongeriket Storbritannia og Nord-Irland.,London,London,Londres,Londres,London,,,,,,Sovereign country,Souveräner Staat,Es un país soberano,Nation souveraine,Selvstendig land,"<img src=""ug-flag-united_kingdom.svg"" />",,,,,,"<img src=""ug-map-united_kingdom.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
cPO|Cru8n<,Northern Ireland,Nordirland,Irlanda del Norte,Irlande du Nord,Nord-Irland,Constituent country of the United Kingdom.,Landesteil des Vereinigten Königreichs.,Nación constitutiva del Reino Unido.,Nation constitutive du Royaume-Uni.,Land som utgjør en del av Storbritannia.,Belfast,Belfast,Belfast,Belfast,Belfast,,,,,,,,,,,,,,,,,"<img src=""ug-map-northern_ireland.png"" />",UG::Europe
m*#%sE.`.;,France,Frankreich,Francia,France,Frankrike,,,,,,Paris,Paris,París,Paris,Paris,,,,,,,,,,,"<img src=""ug-flag-france.svg"" />",,,,,,"<img src=""ug-map-france.png"" />","UG::Europe, UG::European_Union, UG::Mediterranean, UG::Sovereign_State"
hNE9}>;Q&-,Wales,Wales,Gales,Pays de Galles,Wales,Constituent country of the United Kingdom.,Landesteil des Vereinigten Königreichs.,Nación constitutiva del Reino Unido.,Nation constitutive du Royaume-Uni.,Land som utgjør en del av Storbritannia.,Cardiff,Cardiff,Cardiff,Cardiff,Cardiff,,,,,,,,,,,"<img src=""ug-flag-wales.svg"" />",,,,,,"<img src=""ug-map-wales.png"" />",UG::Europe
jN|NAUP*h},Georgia,Georgien,Georgia,Géorgie,Georgia,,,,,,Tbilisi,Tiflis,Tiflis,Tbilissi,Tbilisi,,,,,,,,,,,"<img src=""ug-flag-georgia.svg"" />",,,,,,"<img src=""ug-map-georgia.png"" />","UG::Europe, UG::Sovereign_State"
"j|z@PMgdx,",Germany,Deutschland,Alemania,Allemagne,Tyskland,,,,,,Berlin,Berlin,Berlín,Berlin,Berlin,,,,,,,,,,,"<img src=""ug-flag-germany.svg"" />",,,,,,"<img src=""ug-map-germany.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
n+t>2`:;P/,Greece,Griechenland,Grecia,Grèce,Hellas,,,,,,Athens,Athen,Atenas,Athènes,Aten,,,,,,,,,,,"<img src=""ug-flag-greece.svg"" />",,,,,,"<img src=""ug-map-greece.png"" />","UG::Europe, UG::European_Union, UG::Mediterranean, UG::Sovereign_State"
ilGtw#=asM,Greenland,Grönland,Groenlandia,Groenland,Grønland,Constituent country in the Kingdom of Denmark.,Autonomer Bestandteil des Königreichs Dänemark.,Nación constitutiva del Reino de Dinamarca.,Pays constitutif du royaume du Danemark.,Land som utgjør en del av kongeriket Danmark.,Nuuk,Nuuk,Nuuk,Nuuk,Nuuk,,,,,På dansk Godthåb.,,,,,,"<img src=""ug-flag-greenland.svg"" />",,,,,,"<img src=""ug-map-greenland.png"" />",UG::North_America
mcc&0Kq^xE,Hungary,Ungarn,Hungría,Hongrie,Ungarn,,,,,,Budapest,Budapest,Budapest,Budapest,Budapest,,,,,,,,,,,"<img src=""ug-flag-hungary.svg"" />",,,,,,"<img src=""ug-map-hungary.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
gz9${p}er*,Albania,Albanien,Albania,Albanie,Albania,,,,,,Tirana,Tirana,Tirana,Tirana,Tirana,,,,,,,,,,,"<img src=""ug-flag-albania.svg"" />",,,,,,"<img src=""ug-map-albania.png"" />","UG::Europe, UG::Mediterranean, UG::Sovereign_State"
dY96`C-f(_,Andorra,Andorra,Andorra,Andorre,Andorra,,,,,,Andorra la Vella,Andorra la Vella,Andorra la Vieja,Andorre-la-Vieille,Andorra la Vella,,,,,,,,,,,"<img src=""ug-flag-andorra.png"" />","Moldova (wider, coat of arms with eagle)","Republik Moldau/Moldawien (breiter, Wappen mit Adler)","Moldavia (más ancha, escudo con águila)","Moldavie (plus large, blason avec un aigle)","Moldova (bredere, våpenskjold med ørn)","<img src=""ug-map-andorra.png"" />","UG::Europe, UG::Sovereign_State"
r>aI-$$|wT,Austria,Österreich,Austria,Autriche,Østerrike,,,,,,Vienna,Wien,Viena,Vienne,Wien,,,,,,,,,,,"<img src=""ug-flag-austria.svg"" />","Latvia (darker red, narrower white band)","Lettland (dunkleres rot, dünneres weißes Band)","Letonia (rojo más oscuro, banda blanca más estrecha)","Lettonie (rouge plus foncé, bande blanche plus étroite)","Latvia (mørkere rød, smalere hvitt bånd)","<img src=""ug-map-austria.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
"k9E.p^<u$,",Azerbaijan,Aserbaidschan,Azerbaiyán,Azerbaïdjan,Aserbajdsjan,,,,,,Baku,Baku,Bakú,Bakou,Baku,,,,,,,,,,,"<img src=""ug-flag-azerbaijan.svg"" />",,,,,,"<img src=""ug-map-azerbaijan.png"" />","UG::Europe, UG::Sovereign_State"
l$zM~ihPFE,Belarus,Weißrussland,Bielorrusia,Biélorussie,Hviterussland,,,,,,Minsk,Minsk,Minsk,Minsk,Minsk,,,,,,,,,,,"<img src=""ug-flag-belarus.svg"" />",,,,,,"<img src=""ug-map-belarus.png"" />","UG::Europe, UG::Sovereign_State"
jTNoKo}Bu+,Belgium,Belgien,Bélgica,Belgique,Belgia,,,,,,Brussels,Brüssel,Bruselas,Bruxelles,Brussel,,,,,,Sovereign country,Souveräner Staat,Es un país soberano,Nation souveraine,,"<img src=""ug-flag-belgium.svg"" />",,,,,,"<img src=""ug-map-belgium.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
mz[>>AxIr4,Bosnia and Herzegovina,Bosnien und Herzegowina,Bosnia y Herzegovina,Bosnie-Herzégovine,Bosnia-Hercegovina,,,,,,Sarajevo,Sarajevo,Sarajevo,Sarajevo,Sarajevo,,,,,,,,,,,"<img src=""ug-flag-bosnia_and_herzegovina.svg"" />",,,,,,"<img src=""ug-map-bosnia_and_herzegovina.png"" />","UG::Europe, UG::Mediterranean, UG::Sovereign_State"
u4^lH.xem5,Bulgaria,Bulgarien,Bulgaria,Bulgarie,Bulgaria,,,,,,Sofia,Sofia,Sofía,Sofia,Sofia,,,,,,,,,,,"<img src=""ug-flag-bulgaria.svg"" />",,,,,,"<img src=""ug-map-bulgaria.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
bk2ByZIeU+,Croatia,Kroatien,Croacia,Croatie,Kroatia,,,,,,Zagreb,Zagreb,Zagreb,Zagreb,Zagreb,,,,,,,,,,,"<img src=""ug-flag-croatia.png"" />",,,,,,"<img src=""ug-map-croatia.png"" />","UG::Europe, UG::European_Union, UG::Mediterranean, UG::Sovereign_State"
twrhzJ[k:Z,Czech Republic,Tschechien,República Checa,Tchéquie,Tsjekkia,Also known as Czechia.,,También conocida como Chequia.,Aussi connue comme la  République tchèque.,,Prague,Prag,Praga,Prague,Praha,,,,,,,,,,,"<img src=""ug-flag-czech_republic.svg"" />",,,,,,"<img src=""ug-map-czech_republic.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
kS)hDm%w}R,Denmark,Dänemark,Dinamarca,Danemark,Danmark,,,,,,Copenhagen,Kopenhagen,Copenhague,Copenhague,København,,,,,,,,,,,"<img src=""ug-flag-denmark.svg"" />",,,,,,"<img src=""ug-map-denmark.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
"AES],s:8=",Estonia,Estland,Estonia,Estonie,Estland,,,,,,Tallinn,Tallinn,Tallin,Tallinn,Tallinn,,,,,,,,,,,"<img src=""ug-flag-estonia.svg"" />",,,,,,"<img src=""ug-map-estonia.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
k[)#L4.[v3,Faroe Islands,Färöer,Islas Feroe,Îles Féroé,Færøyene,Constituent country in the Kingdom of Denmark.,Autonomer Bestandteil des Königreichs Dänemark.,Nación constitutiva del Reino de Dinamarca.,Pays constitutif du royaume du Danemark.,Land som utgjør en del av kongeriket Danmark.,Tórshavn,Tórshavn,Tórshavn,Tórshavn,Tórshavn,,,,,,,,,,,"<img src=""ug-flag-faroe_islands.svg"" />","Iceland (blue background, red and white cross), Norway (red background, blue and white cross)","Island (blauer Hintergrund,rotes und weißes Kreuz), Norwegen (roter Hintergrund, blaues und weißes Kreuz)","Islandia (fondo azul, cruz roja y blanca), Noruega (fondo rojo, cruz azul y blanca)","Islande (fond bleu, croix rouge et blanche), Norvège (fond rouge, croix bleue et blanche)","Island (blå bakgrunn, rødt og hvitt kors), Norge (rød bakgrunn, blått og hvitt kors)","<img src=""ug-map-faroe_islands.png"" />",UG::Europe
k}A9]O:0xw,Finland,Finnland,Finlandia,Finlande,Finland,,,,,,Helsinki,Helsinki,Helsinki,Helsinki,Helsingfors (Helsinki),,,,,"Helsinki er det finske navnet, men Utenriksdepartementet i Norge anbefaler å bruke byens svenske navn.",,,,,,"<img src=""ug-flag-finland.svg"" />",,,,,,"<img src=""ug-map-finland.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
j7eEZkzsCZ,Iceland,Island,Islandia,Islande,Island,,,,,,Reykjavík,Reykjavík,Reikiavik,Reykjavik,Reykjavík,,,,,,,,,,,"<img src=""ug-flag-iceland.svg"" />","Norway (red background, blue cross), Faroe Islands (white background, red and blue cross)","Norwegen (roter Hintergrund, blaues Kreuz), Färöer (weißer Hintergrund, rotes und blaues Kreuz)","Noruega (fondo rojo, cruz azul), Islas Feroe (fondo blanco, cruz roja y azul)","Norvège (fond rouge, croix bleue), Îles Féroé (fond blanc, croix rouge et bleue)","Norge (rød bakgrunn, blått kors), Færøyene (hvit bakgrunn, rødt og blått kors)","<img src=""ug-map-iceland.png"" />","UG::Europe, UG::Sovereign_State"
s<_WLSB3I/,Ireland,Irland,Irlanda,Irlande,Irland,,,,,,Dublin,Dublin,Dublín,Dublin,Dublin,,,,,,,,,,,"<img src=""ug-flag-ireland.svg"" />","Ivory Coast (green and orange flipped, narrower)","Elfenbeinküste (Grün und Orange vertauscht, schmaler)","Costa de Marfil (verde y naranja intercambiados, más estrecha)","Côte d'Ivoire (vert et orange inversés, plus étroit)","Elfenbenskysten (grønn og oransj har byttet plass, smalere)","<img src=""ug-map-ireland.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
cYKvF#ptF7,Italy,Italien,Italia,Italie,Italia,,,,,,Rome,Rom,Roma,Rome,Roma,,,,,,,,,,,"<img src=""ug-flag-italy.svg"" />",,,,,,"<img src=""ug-map-italy.png"" />","UG::Europe, UG::European_Union, UG::Mediterranean, UG::Sovereign_State"
m)WUtJS`H&,Latvia,Lettland,Letonia,Lettonie,Latvia,,,,,,Riga,Riga,Riga,Riga,Riga,,,,,,,,,,,"<img src=""ug-flag-latvia.svg"" />","Austria (brighter red, wider white band)","Österreich (helleres Rot, breiteres weißes Band)","Austria (rojo más vivo, banda blanca más ancha)","Autriche (rouge plus clair, bande blanche plus large)","Østerrike (lysere rød, brede hvit stripe)","<img src=""ug-map-latvia.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
l$2O|9w`F~,Liechtenstein,Liechtenstein,Liechtenstein,Liechtenstein,Liechtenstein,,,,,,Vaduz,Vaduz,Vaduz,Vaduz,Vaduz,,,,,,,,,,,"<img src=""ug-flag-liechtenstein.svg"" />",,,,,,"<img src=""ug-map-liechtenstein.png"" />","UG::Europe, UG::Sovereign_State"
kZ52zV#[Iv,Lithuania,Litauen,Lituania,Lituanie,Litauen,,,,,,Vilnius,Vilnius,Vilna,Vilnius,Vilnius,,,,,,,,,,,"<img src=""ug-flag-lithuania.svg"" />",,,,,,"<img src=""ug-map-lithuania.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
i2]v|D3@:j,Luxembourg,Luxemburg,Luxemburgo,Luxembourg,Luxembourg,,,,,,Luxembourg City,Luxemburg,Luxemburgo,Luxembourg,Luxembourg,Officially Luxembourg.,,,,,,,,,,"<img src=""ug-flag-luxembourg.svg"" />",Netherlands (darker blue),Niederlande (dunkleres Blau),Países Bajos (azul más oscuro),Pays-Bas (bleu plus foncé),Nederland (mørkere blå),"<img src=""ug-map-luxembourg.png"" />","UG::Europe, UG::European_Union, UG::Sovereign_State"
r5C646H*+*,North Macedonia,Nordmazedonien,Macedonia del Norte,Macédoine du Nord,Nord-Makedonia,Formerly known as Macedonia.,Früher bekannt als Mazedonien.,Anteriormente conocida como Macedonia.,Anciennement connue comme la Macédoine.,Tidligere Makedonia.,Skopje,Skopje,Skopie,Skopje,Skopje,,,,,,,,,,,"<img src=""ug-flag-north_macedonia.svg"" />",,,,,,"<img src=""ug-map-north_macedonia.png"" />","UG::Europe, UG::Sovereign_State"
nIfRn<aY:N,Malta,Malta,Malta,Malte,Malta,,,,,,Valletta,Valletta,La Valeta,La Valette,Valletta,,,,,,,,,,,"<img src=""ug-flag-malta.svg"" />",,,,,,"<img src=""ug-map-malta.png"" />","UG::Europe, UG::European_Union, UG::Mediterranean, UG::Sovereign_State"
